id,reservation_date,checkout_date,return_date,member_id
42,18/01/2020,21/01/2020,20/02/2020,1765
34,-,22/01/2020,21/02/2020,2648
37,20/01/2020,23/01/2020,22/02/2020,1578
31,21/01/2020,24/01/2020,23/02/2020,2282
46,22/01/2020,25/01/2020,24/02/2020,1280
7,-,26/01/2020,25/02/2020,2586
26,-,27/01/2020,26/02/2020,2414
28,25/01/2020,28/01/2020,27/02/2020,1692
46,-,29/01/2020,28/02/2020,2577
23,27/01/2020,30/01/2020,29/02/2020,1457
50,28/01/2020,31/01/2020,01/03/2020,1978
34,29/01/2020,01/02/2020,02/03/2020,1220
34,30/01/2020,02/02/2020,03/03/2020,1217
37,-,03/02/2020,04/03/2020,1913
20,01/02/2020,04/02/2020,05/03/2020,1377
15,02/02/2020,05/02/2020,06/03/2020,1620
12,03/02/2020,06/02/2020,07/03/2020,1548
21,04/02/2020,07/02/2020,08/03/2020,1544
19,-,08/02/2020,09/03/2020,1157
37,06/02/2020,09/02/2020,10/03/2020,1270
36,07/02/2020,10/02/2020,11/03/2020,1415
16,08/02/2020,11/02/2020,12/03/2020,2659
32,-,12/02/2020,13/03/2020,1125
4,10/02/2020,13/02/2020,14/03/2020,1922
29,11/02/2020,14/02/2020,15/03/2020,2710
20,12/02/2020,15/02/2020,16/03/2020,1957
35,-,16/02/2020,17/03/2020,2006
26,14/02/2020,17/02/2020,18/03/2020,2227
34,15/02/2020,18/02/2020,19/03/2020,2668
17,16/02/2020,19/02/2020,20/03/2020,2272
32,17/02/2020,20/02/2020,21/03/2020,2252
44,18/02/2020,21/02/2020,22/03/2020,1840
34,19/02/2020,22/02/2020,23/03/2020,1501
47,20/02/2020,23/02/2020,24/03/2020,1054
14,21/02/2020,24/02/2020,25/03/2020,1625
27,22/02/2020,25/02/2020,26/03/2020,2323
33,23/02/2020,26/02/2020,27/03/2020,1254
31,24/02/2020,27/02/2020,28/03/2020,2163
38,25/02/2020,28/02/2020,29/03/2020,2030
25,26/02/2020,29/02/2020,30/03/2020,1855
38,27/02/2020,01/03/2020,31/03/2020,1991
49,28/02/2020,02/03/2020,01/04/2020,1932
38,29/02/2020,03/03/2020,02/04/2020,1707
27,01/03/2020,04/03/2020,03/04/2020,1811
24,02/03/2020,05/03/2020,04/04/2020,2644
30,03/03/2020,06/03/2020,05/04/2020,1126
46,04/03/2020,07/03/2020,06/04/2020,1807
31,05/03/2020,08/03/2020,07/04/2020,1294
13,06/03/2020,09/03/2020,08/04/2020,1231
35,07/03/2020,10/03/2020,09/04/2020,2132
5,08/03/2020,11/03/2020,10/04/2020,1271
50,09/03/2020,12/03/2020,11/04/2020,2178
29,-,13/03/2020,12/04/2020,1801
4,11/03/2020,14/03/2020,13/04/2020,1917
33,12/03/2020,15/03/2020,14/04/2020,2378
41,-,16/03/2020,15/04/2020,2413
34,14/03/2020,17/03/2020,16/04/2020,1123
41,15/03/2020,18/03/2020,17/04/2020,2319
1,-,19/03/2020,18/04/2020,1700
6,17/03/2020,20/03/2020,19/04/2020,1580
23,18/03/2020,21/03/2020,20/04/2020,1939
13,19/03/2020,22/03/2020,21/04/2020,1061
40,20/03/2020,23/03/2020,22/04/2020,1249
29,21/03/2020,24/03/2020,23/04/2020,2693
6,22/03/2020,25/03/2020,24/04/2020,1545
40,23/03/2020,26/03/2020,25/04/2020,1168
36,24/03/2020,27/03/2020,26/04/2020,1353
13,-,28/03/2020,27/04/2020,1964
16,26/03/2020,29/03/2020,28/04/2020,1798
35,27/03/2020,30/03/2020,29/04/2020,2497
36,28/03/2020,31/03/2020,30/04/2020,1682
45,29/03/2020,01/04/2020,01/05/2020,2235
35,30/03/2020,02/04/2020,02/05/2020,1057
37,31/03/2020,03/04/2020,03/05/2020,2247
10,01/04/2020,04/04/2020,04/05/2020,1438
24,02/04/2020,05/04/2020,05/05/2020,2642
5,-,06/04/2020,06/05/2020,1677
1,-,07/04/2020,07/05/2020,2028
7,05/04/2020,08/04/2020,08/05/2020,1654
6,-,09/04/2020,09/05/2020,1601
10,07/04/2020,10/04/2020,10/05/2020,2534
19,08/04/2020,11/04/2020,11/05/2020,1459
41,09/04/2020,12/04/2020,12/05/2020,2568
29,10/04/2020,13/04/2020,13/05/2020,2560
49,-,14/04/2020,14/05/2020,1008
39,-,15/04/2020,15/05/2020,1507
20,13/04/2020,16/04/2020,16/05/2020,2605
10,-,17/04/2020,17/05/2020,1042
29,15/04/2020,18/04/2020,18/05/2020,1233
45,-,19/04/2020,19/05/2020,1633
30,17/04/2020,20/04/2020,20/05/2020,2429
6,18/04/2020,21/04/2020,21/05/2020,2658
12,19/04/2020,22/04/2020,22/05/2020,1702
16,-,23/04/2020,23/05/2020,1449
19,21/04/2020,24/04/2020,24/05/2020,1063
33,22/04/2020,25/04/2020,25/05/2020,2534
33,23/04/2020,26/04/2020,26/05/2020,1906
25,24/04/2020,27/04/2020,27/05/2020,2731
3,25/04/2020,28/04/2020,28/05/2020,2458
3,26/04/2020,29/04/2020,29/05/2020,1723
12,27/04/2020,30/04/2020,30/05/2020,1850
33,28/04/2020,01/05/2020,31/05/2020,1882
1,29/04/2020,02/05/2020,01/06/2020,1524
13,30/04/2020,03/05/2020,02/06/2020,1867
4,01/05/2020,04/05/2020,03/06/2020,1406
11,02/05/2020,05/05/2020,04/06/2020,2290
48,03/05/2020,06/05/2020,05/06/2020,1326
11,04/05/2020,07/05/2020,06/06/2020,1997
30,05/05/2020,08/05/2020,07/06/2020,1324
38,06/05/2020,09/05/2020,08/06/2020,1737
25,07/05/2020,10/05/2020,09/06/2020,2194
35,08/05/2020,11/05/2020,10/06/2020,1842
33,09/05/2020,12/05/2020,11/06/2020,1236
26,10/05/2020,13/05/2020,12/06/2020,1228
24,11/05/2020,14/05/2020,13/06/2020,1638
29,12/05/2020,15/05/2020,14/06/2020,1661
50,-,16/05/2020,15/06/2020,1165
49,14/05/2020,17/05/2020,16/06/2020,2362
25,15/05/2020,18/05/2020,17/06/2020,1567
36,-,19/05/2020,18/06/2020,2056
42,-,20/05/2020,19/06/2020,2363
11,18/05/2020,21/05/2020,20/06/2020,1656
36,19/05/2020,22/05/2020,21/06/2020,1832
31,20/05/2020,23/05/2020,22/06/2020,1374
7,21/05/2020,24/05/2020,23/06/2020,2656
36,22/05/2020,25/05/2020,24/06/2020,1828
47,23/05/2020,26/05/2020,25/06/2020,2472
34,24/05/2020,27/05/2020,26/06/2020,1600
28,-,28/05/2020,27/06/2020,1410
20,26/05/2020,29/05/2020,28/06/2020,1036
22,27/05/2020,30/05/2020,29/06/2020,1812
23,28/05/2020,31/05/2020,30/06/2020,2692
50,29/05/2020,01/06/2020,01/07/2020,1364
37,30/05/2020,02/06/2020,02/07/2020,2707
34,31/05/2020,03/06/2020,03/07/2020,2229
1,01/06/2020,04/06/2020,04/07/2020,2031
41,02/06/2020,05/06/2020,05/07/2020,2058
19,03/06/2020,06/06/2020,06/07/2020,1761
39,04/06/2020,07/06/2020,07/07/2020,1560
40,05/06/2020,08/06/2020,08/07/2020,1615
50,06/06/2020,09/06/2020,09/07/2020,1489
12,07/06/2020,10/06/2020,10/07/2020,1604
2,08/06/2020,11/06/2020,11/07/2020,2038
19,09/06/2020,12/06/2020,12/07/2020,2323
10,10/06/2020,13/06/2020,13/07/2020,1777
31,11/06/2020,14/06/2020,14/07/2020,1863
17,12/06/2020,15/06/2020,15/07/2020,1031
11,13/06/2020,16/06/2020,16/07/2020,2216
27,14/06/2020,17/06/2020,17/07/2020,2256
10,15/06/2020,18/06/2020,18/07/2020,1086
42,16/06/2020,19/06/2020,19/07/2020,2197
41,17/06/2020,20/06/2020,20/07/2020,2126
20,18/06/2020,21/06/2020,21/07/2020,1540
41,19/06/2020,22/06/2020,22/07/2020,2132
48,20/06/2020,23/06/2020,23/07/2020,1055
26,21/06/2020,24/06/2020,24/07/2020,1219
42,-,25/06/2020,25/07/2020,1034
27,-,26/06/2020,26/07/2020,1446
44,24/06/2020,27/06/2020,-,2365
22,25/06/2020,28/06/2020,28/07/2020,1955
43,-,29/06/2020,29/07/2020,2476
29,27/06/2020,30/06/2020,30/07/2020,1892
16,28/06/2020,01/07/2020,31/07/2020,2337
5,29/06/2020,02/07/2020,01/08/2020,2624
15,30/06/2020,03/07/2020,02/08/2020,2275
33,-,04/07/2020,03/08/2020,1571
41,02/07/2020,05/07/2020,04/08/2020,2200
22,-,06/07/2020,05/08/2020,2016
23,04/07/2020,07/07/2020,06/08/2020,2450
26,05/07/2020,08/07/2020,07/08/2020,2242
24,06/07/2020,09/07/2020,08/08/2020,2390
9,-,10/07/2020,09/08/2020,2115
18,08/07/2020,11/07/2020,10/08/2020,2085
46,09/07/2020,12/07/2020,11/08/2020,1942
15,-,13/07/2020,12/08/2020,1076
43,11/07/2020,14/07/2020,13/08/2020,2225
27,12/07/2020,15/07/2020,14/08/2020,1296
42,13/07/2020,16/07/2020,15/08/2020,1222
16,14/07/2020,17/07/2020,16/08/2020,2531
39,-,18/07/2020,17/08/2020,1270
21,16/07/2020,19/07/2020,18/08/2020,1313
40,-,20/07/2020,19/08/2020,1452
6,18/07/2020,21/07/2020,20/08/2020,1057
5,19/07/2020,22/07/2020,21/08/2020,2383
23,20/07/2020,23/07/2020,22/08/2020,1282
9,21/07/2020,24/07/2020,23/08/2020,2679
36,22/07/2020,25/07/2020,24/08/2020,1791
48,23/07/2020,26/07/2020,25/08/2020,1864
17,-,27/07/2020,26/08/2020,1819
20,-,28/07/2020,27/08/2020,1995
2,26/07/2020,29/07/2020,28/08/2020,2281
32,27/07/2020,30/07/2020,29/08/2020,2399
41,28/07/2020,31/07/2020,-,2301
37,29/07/2020,01/08/2020,31/08/2020,1605
38,-,02/08/2020,01/09/2020,2553
13,31/07/2020,03/08/2020,02/09/2020,1682
23,01/08/2020,04/08/2020,03/09/2020,1785
27,02/08/2020,05/08/2020,04/09/2020,2626
13,03/08/2020,06/08/2020,05/09/2020,1928
39,04/08/2020,07/08/2020,06/09/2020,2345
1,05/08/2020,08/08/2020,07/09/2020,1071
33,06/08/2020,09/08/2020,08/09/2020,2484
29,07/08/2020,10/08/2020,09/09/2020,2416
3,08/08/2020,11/08/2020,10/09/2020,2732
9,09/08/2020,12/08/2020,-,1881
13,-,13/08/2020,12/09/2020,1142
26,11/08/2020,14/08/2020,13/09/2020,1493
23,12/08/2020,15/08/2020,14/09/2020,2482
27,-,16/08/2020,15/09/2020,1660
11,14/08/2020,17/08/2020,16/09/2020,2351
49,15/08/2020,18/08/2020,17/09/2020,1142
16,16/08/2020,19/08/2020,18/09/2020,1771
12,17/08/2020,20/08/2020,19/09/2020,2657
40,-,21/08/2020,20/09/2020,1582
33,19/08/2020,22/08/2020,21/09/2020,1279
17,20/08/2020,23/08/2020,22/09/2020,1834
38,21/08/2020,24/08/2020,23/09/2020,2589
34,22/08/2020,25/08/2020,24/09/2020,1447
45,23/08/2020,26/08/2020,25/09/2020,1666
11,24/08/2020,27/08/2020,26/09/2020,2345
22,-,28/08/2020,27/09/2020,1610
23,26/08/2020,29/08/2020,28/09/2020,1574
2,27/08/2020,30/08/2020,29/09/2020,1273
45,28/08/2020,31/08/2020,30/09/2020,1913
43,29/08/2020,01/09/2020,01/10/2020,1799
3,30/08/2020,02/09/2020,02/10/2020,2555
15,31/08/2020,03/09/2020,03/10/2020,2311
3,-,04/09/2020,04/10/2020,2222
43,-,05/09/2020,05/10/2020,1683
14,03/09/2020,06/09/2020,06/10/2020,1688
46,-,07/09/2020,07/10/2020,1102
10,-,08/09/2020,08/10/2020,1870
30,06/09/2020,09/09/2020,09/10/2020,1909
24,07/09/2020,10/09/2020,10/10/2020,2320
17,08/09/2020,11/09/2020,11/10/2020,2646
31,09/09/2020,12/09/2020,12/10/2020,1293
40,10/09/2020,13/09/2020,13/10/2020,2576
7,11/09/2020,14/09/2020,14/10/2020,2285
16,12/09/2020,15/09/2020,15/10/2020,1511
45,13/09/2020,16/09/2020,16/10/2020,1184
18,-,17/09/2020,17/10/2020,2479
36,15/09/2020,18/09/2020,18/10/2020,2474
37,16/09/2020,19/09/2020,19/10/2020,1216
15,17/09/2020,20/09/2020,20/10/2020,1619
39,18/09/2020,21/09/2020,21/10/2020,1465
19,19/09/2020,22/09/2020,-,2203
1,20/09/2020,23/09/2020,23/10/2020,2068
13,21/09/2020,24/09/2020,24/10/2020,1438
4,22/09/2020,25/09/2020,25/10/2020,1705
32,23/09/2020,26/09/2020,26/10/2020,2526
44,24/09/2020,-,-,1447
22,25/09/2020,28/09/2020,28/10/2020,2519
49,26/09/2020,29/09/2020,29/10/2020,1577
37,-,30/09/2020,30/10/2020,1548
20,28/09/2020,01/10/2020,31/10/2020,2092
13,29/09/2020,02/10/2020,01/11/2020,2577
15,30/09/2020,03/10/2020,-,1359
36,01/10/2020,04/10/2020,03/11/2020,1401
40,02/10/2020,05/10/2020,04/11/2020,2709
24,-,06/10/2020,05/11/2020,1795
27,04/10/2020,07/10/2020,06/11/2020,2548
18,05/10/2020,08/10/2020,-,2685
5,06/10/2020,09/10/2020,08/11/2020,1935
40,-,10/10/2020,09/11/2020,1524
33,08/10/2020,11/10/2020,10/11/2020,1178
27,09/10/2020,12/10/2020,11/11/2020,1679
28,10/10/2020,13/10/2020,12/11/2020,1238
27,11/10/2020,14/10/2020,13/11/2020,2086
40,12/10/2020,15/10/2020,14/11/2020,1066
50,13/10/2020,16/10/2020,15/11/2020,2332
10,14/10/2020,17/10/2020,16/11/2020,2039
20,15/10/2020,18/10/2020,17/11/2020,1140
1,16/10/2020,19/10/2020,18/11/2020,1204
34,17/10/2020,20/10/2020,-,2023
7,18/10/2020,21/10/2020,20/11/2020,1358
50,19/10/2020,22/10/2020,21/11/2020,1911
40,20/10/2020,23/10/2020,22/11/2020,2497
21,21/10/2020,24/10/2020,23/11/2020,2177
8,22/10/2020,25/10/2020,24/11/2020,1204
20,23/10/2020,26/10/2020,25/11/2020,1565
38,24/10/2020,27/10/2020,26/11/2020,1224
12,-,28/10/2020,27/11/2020,2609
49,26/10/2020,29/10/2020,28/11/2020,2528
31,27/10/2020,30/10/2020,29/11/2020,1959
46,28/10/2020,31/10/2020,30/11/2020,2369
45,29/10/2020,01/11/2020,01/12/2020,1531
2,30/10/2020,02/11/2020,02/12/2020,2690
16,31/10/2020,03/11/2020,03/12/2020,2087
48,01/11/2020,04/11/2020,04/12/2020,2138
20,02/11/2020,05/11/2020,05/12/2020,1037
48,03/11/2020,06/11/2020,06/12/2020,1247
37,04/11/2020,07/11/2020,07/12/2020,1047
18,05/11/2020,-,-,1759
24,06/11/2020,09/11/2020,09/12/2020,2570
40,07/11/2020,10/11/2020,10/12/2020,2393
21,-,11/11/2020,11/12/2020,1988
4,09/11/2020,12/11/2020,12/12/2020,1793
27,10/11/2020,13/11/2020,13/12/2020,1675
7,11/11/2020,14/11/2020,14/12/2020,1946
22,12/11/2020,15/11/2020,15/12/2020,2118
13,13/11/2020,16/11/2020,16/12/2020,2375
26,-,17/11/2020,17/12/2020,1679
43,15/11/2020,18/11/2020,18/12/2020,1631
42,16/11/2020,19/11/2020,19/12/2020,2416
35,17/11/2020,20/11/2020,-,1402
47,18/11/2020,21/11/2020,21/12/2020,1673
44,19/11/2020,-,-,1556
3,20/11/2020,23/11/2020,23/12/2020,1708
15,21/11/2020,-,-,2641
48,22/11/2020,25/11/2020,25/12/2020,2461
5,23/11/2020,26/11/2020,-,1419
45,24/11/2020,27/11/2020,-,2648
38,25/11/2020,28/11/2020,28/12/2020,1078
2,26/11/2020,29/11/2020,-,1314
40,-,30/11/2020,30/12/2020,1276
13,28/11/2020,01/12/2020,31/12/2020,1467
12,29/11/2020,02/12/2020,01/01/2021,2695
10,30/11/2020,03/12/2020,02/01/2021,1174
36,01/12/2020,04/12/2020,-,1926
39,02/12/2020,05/12/2020,04/01/2021,1555
7,-,06/12/2020,05/01/2021,1553
22,-,07/12/2020,06/01/2021,1332
43,05/12/2020,08/12/2020,07/01/2021,1731
46,06/12/2020,09/12/2020,08/01/2021,2630
49,07/12/2020,10/12/2020,09/01/2021,2453
22,08/12/2020,11/12/2020,10/01/2021,1032
7,09/12/2020,12/12/2020,11/01/2021,1944
33,10/12/2020,13/12/2020,12/01/2021,2167
24,11/12/2020,14/12/2020,-,2233
19,12/12/2020,-,-,2283
3,13/12/2020,16/12/2020,15/01/2021,2628
7,14/12/2020,17/12/2020,-,1808
12,15/12/2020,18/12/2020,17/01/2021,2370
40,16/12/2020,19/12/2020,18/01/2021,2598
30,17/12/2020,20/12/2020,19/01/2021,1827
30,18/12/2020,21/12/2020,20/01/2021,2084
25,19/12/2020,22/12/2020,-,1615
8,20/12/2020,23/12/2020,-,1475
47,21/12/2020,24/12/2020,23/01/2021,2266
10,22/12/2020,25/12/2020,-,1908
28,23/12/2020,26/12/2020,25/01/2021,1102
23,24/12/2020,27/12/2020,26/01/2021,1241
21,25/12/2020,28/12/2020,27/01/2021,2110
13,26/12/2020,29/12/2020,-,1038
11,27/12/2020,30/12/2020,-,1955
21,28/12/2020,31/12/2020,-,2510
22,29/12/2020,01/01/2021,31/01/2021,1043
33,30/12/2020,02/01/2021,01/02/2021,2011
29,31/12/2020,03/01/2021,-,1413
47,01/01/2021,04/01/2021,03/02/2021,2336
42,02/01/2021,05/01/2021,04/02/2021,1493
28,03/01/2021,06/01/2021,05/02/2021,1057
12,04/01/2021,07/01/2021,06/02/2021,2564
25,05/01/2021,-,-,1819
49,06/01/2021,09/01/2021,08/02/2021,1975
9,07/01/2021,-,-,1952
6,08/01/2021,11/01/2021,-,1847
25,09/01/2021,-,-,1104
37,-,13/01/2021,12/02/2021,2140
40,11/01/2021,14/01/2021,-,1191
26,12/01/2021,15/01/2021,14/02/2021,1193
2,13/01/2021,-,-,1197
26,14/01/2021,17/01/2021,16/02/2021,1988
26,15/01/2021,18/01/2021,17/02/2021,2336
3,16/01/2021,19/01/2021,18/02/2021,2332
4,17/01/2021,20/01/2021,19/02/2021,2660
37,18/01/2021,21/01/2021,20/02/2021,2601
4,19/01/2021,22/01/2021,21/02/2021,1514
43,20/01/2021,23/01/2021,22/02/2021,2667
14,21/01/2021,24/01/2021,23/02/2021,2331
32,22/01/2021,25/01/2021,24/02/2021,2178
1,23/01/2021,26/01/2021,-,2295
22,24/01/2021,27/01/2021,26/02/2021,2194
16,25/01/2021,28/01/2021,27/02/2021,2301
20,26/01/2021,29/01/2021,28/02/2021,1629
16,27/01/2021,-,-,2208
33,28/01/2021,31/01/2021,-,1535
12,29/01/2021,01/02/2021,03/03/2021,1666
43,30/01/2021,02/02/2021,-,2378
37,31/01/2021,03/02/2021,05/03/2021,2666
42,01/02/2021,04/02/2021,06/03/2021,1997
50,02/02/2021,05/02/2021,07/03/2021,1651
8,03/02/2021,-,-,1541
37,04/02/2021,07/02/2021,09/03/2021,1292
43,05/02/2021,-,-,1275
48,06/02/2021,09/02/2021,11/03/2021,2328
2,07/02/2021,-,-,2656
12,08/02/2021,11/02/2021,-,2018
